axis_id,t,position,velocity,accel,force
axis_0,0.33,19.10644423789573,48.41277485996136,-83.88163486111472,5.757679064004138
axis_0,0.34,19.614937708154674,47.56340211278709,-85.98670491870946,6.03700498272823
axis_0,0.35000000000000003,20.096497636620164,46.693166485461006,-88.05405836563969,6.372114174998313
axis_0,0.36,20.53413422870756,45.802449692090825,-90.08278839235689,5.795542800730743
axis_0,0.37,20.97309708586171,44.891642430500575,-92.07200513082124,6.547772453019251
axis_0,0.38,21.417690764670272,43.961144210857654,-94.02083604482695,5.574860080895964
axis_0,0.39,21.88207067839884,43.011363180434444,-95.92842631272573,6.240749362411306
axis_0,0.4,22.309209847745898,42.04271594458145,-97.79393920237963,6.5760370996100175
axis_0,0.41000000000000003,22.720714754918795,41.05562738399041,-99.61655643817943,6.465511329372802
axis_0,0.42,23.1020870891279,40.05053046832759,-101.39547855996747,7.113992302531389
axis_0,0.43,23.515446946236526,39.027866066318936,-103.12992527370722,5.793820527333429
axis_0,0.44,23.8982312569087,37.988082752370566,-104.81913579374603,5.505220251362
axis_0,0.45,24.274883603183007,36.93163660980913,-106.46236917652087,5.716357937314862
axis_0,0.46,24.65190484957008,35.85899103082864,-108.05890464556065,6.561945096974775
axis_0,0.47000000000000003,24.992109132278475,34.770616513231275,-109.60804190764273,6.498343328199839
axis_0,0.48,25.343416036321887,33.66699045405161,-111.10910145996445,6.317620218076731
axis_0,0.49,25.662279386204975,32.54859694015434,-112.5614248881957,5.721567865687194
axis_0,0.5,25.986544501506955,31.415926535897935,-113.9643751552811,6.682471752341188
axis_0,0.51,26.301826165832676,30.269476067956802,-115.31733688086558,5.702107631240525
axis_0,0.52,26.55696426053933,29.10974840739673,-116.6197166112205,6.908780160035272
axis_0,0.53,26.86495938285524,27.93725224909899,-117.87094307955205,7.772286851929051
axis_0,0.54,27.13540412089473,26.752501888629972,-119.07046745657783,6.540466151984805
axis_0,0.55,27.39358617231316,25.55601699665415,-120.21776359126139,6.661872254292773
axis_0,0.56,27.650391702630483,24.348322390989335,-121.31232824159959,6.136364842934971
axis_0,0.5700000000000001,27.923193402872233,23.129947806404253,-122.3536812953611,5.489558068288969
axis_0,0.58,28.10114306244288,21.90142766225937,-123.34136598067947,6.104563302722726
axis_0,0.59,28.350656674216257,20.663300828092872,-124.27494906640845,5.8701169348068465
axis_0,0.6,28.498038093422288,19.41611038725468,-125.15402105215145,5.703082486235223
axis_0,0.61,28.7128872253623,18.16040339869219,-125.97819634788189,7.297159217295925
axis_0,0.62,28.89813206523184,16.896730656992087,-126.74711344307583,6.581175109209374
axis_0,0.63,29.069219280486116,15.625646450783657,-127.46043506528238,6.642718531999939
axis_0,0.64,29.22159161779066,14.34770831960947,-128.1178483280625,6.305857171711616
axis_0,0.65,29.360294966718165,13.06347680937011,-128.7190648682315,6.380785859878991
axis_0,0.66,29.46164302041569,11.773515226450215,-129.2638209723444,6.9557062172126995
axis_0,0.67,29.570634076261854,10.47838939063368,-129.7518776923696,6.46282549625815
axis_0,0.68,29.695329506514792,9.178667386916405,-130.18302095049927,6.749255468456849
axis_0,0.6900000000000001,29.759614952936705,7.874919316325438,-130.55706163305098,6.390169903049208
axis_0,0.7000000000000001,29.81014313458144,6.567717045853812,-130.8738356734192,6.320706397686386
axis_0,0.71,29.872120033205064,5.25763395762081,-131.13320412404033,5.791282206073326
axis_0,0.72,29.922412807128115,3.945244697367556,-131.33505321733975,5.508165561458844
axis_0,0.73,29.983628117846827,2.6311249223984787,-131.47929441563394,6.367903294615086
axis_0,0.74,29.996269018966775,1.3158510490789463,-131.56586444996614,6.527919371208885
axis_0,0.75,30.013809707081354,3.847341387443579e-15,-131.5947253478581,5.856934981645605
axis_0,0.76,29.984875451318633,-1.3158510490789246,-131.56586444996614,6.482433592694951
axis_0,0.77,29.976855696787286,-2.631124922398457,-131.47929441563394,6.525560526643538
axis_0,0.78,29.953313660727492,-3.945244697367534,-131.33505321733975,5.419036089612718
axis_0,0.79,29.888598846690726,-5.257633957620789,-131.13320412404033,6.037176959134507
axis_0,0.8,29.844792365799353,-6.567717045853804,-130.8738356734192,6.695414789920144
axis_0,0.81,29.750202520613005,-7.874919316325431,-130.55706163305098,6.681701416669588
axis_0,0.8200000000000001,29.67090891195835,-9.178667386916398,-130.18302095049927,5.907071041244603
axis_0,0.8300000000000001,29.572246354235183,-10.478389390633673,-129.75187769236962,6.5582180808556245
axis_0,0.84,29.44470072894888,-11.773515226450192,-129.2638209723444,6.98463448877327
axis_0,0.85,29.354167471629882,-13.063476809370089,-128.7190648682315,6.855757880596157
axis_0,0.86,29.197979039390752,-14.347708319609449,-128.11784832806254,6.412725460802773
axis_0,0.87,29.05774471623349,-15.625646450783636,-127.4604350652824,6.2188865850308
axis_0,0.88,28.904491937107863,-16.896730656992066,-126.74711344307585,6.130071608029235
axis_0,0.89,28.728515549482616,-18.160403398692168,-125.97819634788189,6.6698891377529295
axis_0,0.9,28.545003191034066,-19.41611038725466,-125.15402105215146,6.524136761014175
axis_0,0.91,28.329321397434242,-20.66330082809285,-124.27494906640847,6.731266558407322
axis_0,0.92,28.109993718515863,-21.90142766225935,-123.34136598067948,6.471859890798413
axis_0,0.93,27.891700212429416,-23.129947806404246,-122.3536812953611,6.804046704006098
axis_0,0.9400000000000001,27.62214785897586,-24.348322390989328,-121.3123282415996,6.430090993861601
axis_0,0.9500000000000001,27.377421479829568,-25.55601699665414,-120.2177635912614,6.762662544529745
axis_0,0.96,27.118357581733502,-26.752501888629954,-119.07046745657784,6.792651963882348
axis_0,0.97,26.85140787063036,-27.937252249098968,-117.87094307955206,5.941304325246713
axis_0,0.98,26.594102861470915,-29.10974840739671,-116.61971661122051,5.425233345411449
axis_0,0.99,26.27109082020871,-30.269476067956784,-115.3173368808656,7.086206448073073
axis_0,1.0,25.97319886245237,-31.415926535897913,-113.96437515528112,6.427367471032789
axis_0,1.01,25.686912370770923,-32.548596940154326,-112.56142488819572,5.4258034424926995
axis_0,1.02,25.32271248563923,-33.666990454051586,-111.10910145996448,5.909582139643667
axis_0,1.03,25.002387532672326,-34.77061651323127,-109.60804190764274,6.635319007250064
axis_0,1.04,24.615803920410926,-35.858991030828626,-108.05890464556067,6.09188539813411
axis_0,1.05,24.26640108009107,-36.931636609809125,-106.46236917652087,5.957494781902858
axis_0,1.06,23.87689709962768,-37.98808275237056,-104.81913579374604,6.895235807192778
axis_0,1.07,23.504023058257186,-39.02786606631893,-103.12992527370723,5.651896612796855
axis_0,1.08,23.132203446022825,-40.05053046832758,-101.39547855996749,5.756693185286267
axis_0,1.09,22.675305261088845,-41.05562738399041,-99.61655643817943,6.2411858210017686
axis_0,1.1,22.303033237192746,-42.04271594458145,-97.79393920237963,6.3099447042430326
axis_0,1.11,21.87381353468899,-43.011363180434444,-95.92842631272573,6.341624458302483
axis_0,1.12,21.42229738987016,-43.961144210857654,-94.02083604482695,6.5273280417336785
axis_0,1.1300000000000001,20.96097905831319,-44.89164243050058,-92.07200513082122,6.148784321110806
axis_0,1.1400000000000001,20.537855768014932,-45.80244969209083,-90.08278839235687,6.271512628362238
axis_0,1.1500000000000001,20.063328336584465,-46.69316648546101,-88.05405836563966,5.874091279880745
axis_0,1.16,19.60727164393026,-47.56340211278708,-85.98670491870949,6.0114800576035154
axis_0,1.17,19.123156735371175,-48.41277485996133,-83.88163486111479,6.009903074649852
axis_0,1.18,18.666468986175747,-49.240912164024856,-81.73977154615602,6.039270738326984
axis_0,1.19,18.133186333321795,-50.047450776585876,-79.56205446587238,6.293168576084943
axis_0,1.2,17.61308761892177,-50.83203692315257,-77.34943883894954,6.1592507194111255
axis_0,1.21,17.12499254323209,-51.594326458310235,-75.10289519172906,5.87817885297674
axis_0,1.22,16.60614641097977,-52.33398501667486,-72.8234089325036,5.425524331394496
axis_0,1.23,16.10198760087472,-53.05068815955679,-70.51197991928417,5.8375758214998505
axis_0,1.24,15.55751250611221,-53.7441215172703,-68.16962202122943,5.763031621611824
axis_0,1.25,15.007137421183002,-54.413980927026515,-65.79736267392909,5.846590789906599
axis_0,1.26,14.48187628087586,-55.059972566349245,-63.3962424287368,6.825893164722775
axis_0,1.27,13.875105792509403,-55.68181308195527,-60.967314496349864,5.433057663409175
axis_0,1.28,13.326260344892837,-56.279229714042415,-58.51164428483624,5.878097278340072
axis_0,1.29,12.754847228124076,-56.851960415931046,-56.03030893231136,6.172899970969758
axis_0,1.3,12.194303096210898,-57.3997539690064,-53.52439683446974,5.659105921663392
axis_0,1.31,11.597933870611968,-57.92237009291133,-50.99500716717867,6.750195939264238
axis_0,1.32,11.056439599476631,-58.41957955094128,-48.443249404343334,5.363167183161279
axis_0,1.33,10.452716965712485,-58.89116425059503,-45.870242831254885,5.684902682142747
axis_0,1.34,9.836583276267449,-59.33691733923729,-43.277116053634956,5.093897097661384
axis_0,1.35,9.250198249624274,-59.75664329483111,-40.66500650259182,5.287763123990775
axis_0,1.36,8.677224185283153,-60.150158011700285,-38.03505993570564,5.5580146506150365
axis_0,1.37,8.08435714981586,-60.517288881284216,-35.388429934461165,5.826531762076764
axis_0,1.3800000000000001,7.50063123277948,-60.857874867849716,-32.72627739824889,5.532582247759069
axis_0,1.3900000000000001,6.9088033526398185,-61.17176657912661,-30.04977003515616,5.972083729833352
axis_0,1.4000000000000001,6.2456389131983,-61.458826331836114,-27.360081849771824,5.2643848809303035
axis_0,1.41,5.601648675171114,-61.718928212083256,-24.658392628229077,5.114987706959084
axis_0,1.42,4.960421475868452,-61.95195813058694,-21.945887420712033,6.6021456737138475
axis_0,1.43,4.387845086119235,-62.15781387272318,-19.223756021653905,5.4162433675646335
axis_0,1.44,3.74373818502293,-62.3364051433599,-16.493192447853605,4.828259077357183
axis_0,1.45,3.127546752826018,-62.487653606463276,-13.755394414740566,4.809660813777446
axis_0,1.46,2.498093363988276,-62.611492919458605,-11.011562811017187,4.654176807732803
axis_0,1.47,1.8808997681510797,-62.707868762330264,-8.26290117190934,5.562470457222364
axis_0,1.48,1.2775892164917473,-62.77673886144832,-5.510615151256058,4.880624834147179
axis_0,1.49,0.6314135678496202,-62.81807300811113,-2.755911992669901,5.095094867653279
axis_0,1.5,-0.003172696740770092,-62.831853071795855,-1.611570591819295e-14,4.968245662780865
axis_0,1.51,-0.6489856715572089,-62.81807300811113,2.7559119926698106,5.334332574145433
axis_0,1.52,-1.2897632707700608,-62.77673886144832,5.510615151255968,4.513814472964191
axis_0,1.53,-1.8934417440608537,-62.707868762330264,8.26290117190925,4.368028077634523
axis_0,1.54,-2.5114109509858173,-62.611492919458605,11.011562811017095,4.986631888592324
axis_0,1.55,-3.100495299757994,-62.48765360646328,13.755394414740476,5.143686947448469
axis_0,1.56,-3.7573915164996574,-62.336405143359904,16.493192447853513,4.978266306202364
axis_0,1.57,-4.362836066651877,-62.15781387272319,19.223756021653816,4.376148592607719
axis_0,1.58,-5.013048313453841,-61.951958130586945,21.945887420711948,5.088589300971544
axis_0,1.59,-5.6451383129000705,-61.71892821208326,24.658392628228988,4.346997564573597
axis_0,1.6,-6.2566530597774195,-61.458826331836114,27.36008184977179,4.4273631413801695
axis_0,1.61,-6.86503062461038,-61.17176657912661,30.049770035156126,4.185496932473016
axis_0,1.62,-7.418127220296934,-60.85787486784972,32.726277398248854,5.277544343578733
axis_0,1.6300000000000001,-8.084022352042453,-60.51728888128422,35.388429934461136,4.913331039590776
axis_0,1.6400000000000001,-8.654184124259416,-60.15015801170029,38.03505993570561,4.868948992422729
axis_0,1.6500000000000001,-9.28856837481016,-59.756643294831115,40.665006502591794,5.160080219008805
axis_0,1.6600000000000001,-9.847367941900009,-59.336917339237296,43.27711605363491,5.913024654011487
axis_0,1.67,-10.449462400332324,-58.89116425059505,45.8702428312548,3.6225288770622
axis_0,1.68,-11.046869338493487,-58.41957955094129,48.44324940434325,4.078624880534429
axis_0,1.69,-11.626282844085786,-57.92237009291135,50.99500716717859,4.110639078234584
axis_0,1.7,-12.215195046182581,-57.39975396900642,53.52439683446966,3.964485224194954
axis_0,1.71,-12.764457302922526,-56.85196041593107,56.03030893231128,3.8225394388505354
axis_0,1.72,-13.348155045154629,-56.27922971404244,58.51164428483615,4.183220699194926
axis_0,1.73,-13.923393168871188,-55.68181308195529,60.96731449634978,3.696754089675505
axis_0,1.74,-14.47816897453784,-55.059972566349266,63.39624242873672,4.444890672616134
axis_0,1.75,-14.996548241645549,-54.413980927026536,65.797362673929,4.275849160714308
axis_0,1.76,-15.50922845606569,-53.74412151727033,68.16962202122934,4.463473818322133
axis_0,1.77,-16.071604017098423,-53.05068815955681,70.5119799192841,4.450124033350631
axis_0,1.78,-16.604119243822513,-52.33398501667489,72.82340893250353,4.471416102848322
axis_0,1.79,-17.115690507740897,-51.59432645831026,75.10289519172899,3.9572251800614113
axis_0,1.8,-17.607437533940054,-50.8320369231526,77.34943883894947,5.178893822878123
axis_0,1.81,-18.133585795843967,-50.047450776585904,79.56205446587231,4.210316885947487
axis_0,1.82,-18.642651952965984,-49.240912164024884,81.73977154615595,3.1370359532701375
axis_0,1.83,-19.10059391825949,-48.41277485996136,83.88163486111472,3.542676142493857
axis_0,1.84,-19.594042990933918,-47.5634021127871,85.98670491870942,3.1496175995009343
axis_0,1.85,-20.04320307092582,-46.69316648546103,88.05405836563965,4.004971405037367
axis_0,1.86,-20.532748489116212,-45.80244969209084,90.08278839235686,3.912276729080301
axis_0,1.87,-21.014389596035365,-44.891642430500596,92.0720051308212,3.7162921402802236
axis_0,1.8800000000000001,-21.46154357296901,-43.96114421085766,94.02083604482694,4.933754036751052
axis_0,1.8900000000000001,-21.836040263997717,-43.01136318043446,95.92842631272572,4.181038495906338
axis_0,1.9000000000000001,-22.259871449906154,-42.04271594458147,97.7939392023796,4.248331942507076
axis_0,1.9100000000000001,-22.71344205381834,-41.05562738399042,99.61655643817942,3.398970672551314
axis_0,1.92,-23.123061029696384,-40.05053046832761,101.39547855996743,3.344657690170811
axis_0,1.93,-23.481574833930345,-39.02786606631894,103.1299252737072,3.8428625635597182
axis_0,1.94,-23.918038454366744,-37.988082752370595,104.81913579374599,3.891708692789819
axis_0,1.95,-24.28840437162754,-36.93163660980914,106.46236917652085,2.858318724880351
axis_0,1.96,-24.62160973811733,-35.85899103082866,108.05890464556062,3.6781226748746776
axis_0,1.97,-24.995529323760174,-34.77061651323128,109.60804190764273,3.7576541803716035
axis_0,1.98,-25.329940202394848,-33.66699045405163,111.10910145996444,3.625933528861413
axis_0,1.99,-25.664196662785688,-32.54859694015434,112.5614248881957,3.3102584035859017
axis_0,2.0,-25.974010622557174,-31.415926535897956,113.96437515528106,3.4311943033627723
axis_0,2.0100000000000002,-26.26105076408963,-30.2694760679568,115.31733688086558,3.597110383147806
axis_0,2.02,-26.5842956787984,-29.109748407396747,116.61971661122047,3.7160946429582022
axis_0,2.0300000000000002,-26.85847403131685,-27.937252249098982,117.87094307955205,3.958828150916165
axis_0,2.04,-27.1858150160012,-26.75250188862999,119.0704674565778,4.1831875237764065
axis_0,2.05,-27.407338097316618,-25.556016996654193,120.21776359126135,3.482507951772474
axis_0,2.06,-27.67275915306087,-24.348322390989352,121.31232824159957,3.3891271745595706
axis_0,2.07,-27.917670837856008,-23.129947806404296,122.35368129536106,3.824163107934776
axis_0,2.08,-28.13602273209532,-21.90142766225938,123.34136598067947,3.8994994739675897
axis_0,2.09,-28.33797357593844,-20.663300828092893,124.27494906640844,3.3663352280143357
axis_0,2.1,-28.513377438007485,-19.416110387254673,125.15402105215145,3.9686119640403557
axis_0,2.11,-28.746112780316807,-18.16040339869221,125.97819634788188,4.053813424279886
axis_0,2.12,-28.894264374077853,-16.89673065699208,126.74711344307583,4.201099382632849
axis_0,2.13,-29.0671782225256,-15.625646450783679,127.46043506528237,4.436285711666964
axis_0,2.14,-29.213920548082047,-14.347708319609465,128.11784832806254,3.10642357636054
axis_0,2.15,-29.324372865508074,-13.06347680937013,128.7190648682315,3.5397277035655472
axis_0,2.16,-29.457855213120585,-11.773515226450208,129.2638209723444,3.532207972216297
axis_0,2.17,-29.553133149966293,-10.478389390633701,129.7518776923696,3.4719691601279887
axis_0,2.18,-29.68126010247465,-9.1786673869164,130.18302095049927,3.1914600407504494
axis_0,2.19,-29.777359891667746,-7.8749193163254585,130.55706163305095,2.7690469464127476
axis_0,2.2,-29.840134037385813,-6.567717045853806,130.8738356734192,3.554556879962092
axis_0,2.21,-29.889935841659703,-5.257633957620818,131.13320412404033,3.1210828813517875
axis_0,2.22,-29.93727038567907,-3.9452446973675355,131.33505321733975,3.5459566477314053
axis_0,2.23,-29.995372664410418,-2.6311249223984867,131.47929441563394,3.104293984002286
axis_0,2.24,-29.991610708612807,-1.3158510490789261,131.56586444996614,2.9504998018655613
axis_0,2.25,-29.995435433397223,-1.1542024162330737e-14,131.5947253478581,3.617149180188449
axis_0,2.2600000000000002,-29.943071023494685,1.3158510490789588,131.56586444996614,3.57578973819098
axis_0,2.27,-29.936148010740116,2.6311249223984636,131.47929441563394,3.790956740512179
axis_0,2.2800000000000002,-29.95786671985932,3.945244697367568,131.33505321733975,4.595891790566405
axis_0,2.29,-29.900533444716118,5.257633957620795,131.13320412404033,3.6439054767311667
axis_0,2.3000000000000003,-29.86492570108494,6.567717045853838,130.8738356734192,3.750758040479655
axis_0,2.31,-29.775255179713607,7.874919316325436,130.55706163305098,2.9730472835946204
axis_0,2.32,-29.671857888817843,9.178667386916379,130.18302095049927,2.87263778028733
axis_0,2.33,-29.55576403969738,10.478389390633678,129.7518776923696,4.312420667780909
axis_0,2.34,-29.48319919861554,11.773515226450131,129.26382097234443,3.0648292339403147
axis_0,2.35,-29.35751095081553,13.063476809370053,128.71906486823153,3.0108065631649703
axis_0,2.36,-29.25031286678959,14.347708319609389,128.11784832806256,3.520082185081983
axis_0,2.37,-29.060748152269838,15.6256464507836,127.46043506528241,3.5020290516183588
axis_0,2.38,-28.916125292166946,16.896730656992002,126.74711344307588,3.1040028965818665
axis_0,2.39,-28.730173714509345,18.160403398692132,125.97819634788192,3.4115341443453486
axis_0,2.4,-28.549232704417967,19.416110387254598,125.15402105215149,4.1881030843823215
axis_0,2.41,-28.33317635820949,20.66330082809282,124.27494906640848,3.1804386402278797
axis_0,2.42,-28.15361425258389,21.901427662259305,123.34136598067953,2.8972407735790764
axis_0,2.43,-27.922635481555368,23.129947806404225,122.35368129536111,4.076632081617519
axis_0,2.44,-27.61330960541446,24.348322390989285,121.31232824159963,3.8633537285862674
axis_0,2.45,-27.432112180903516,25.556016996654122,120.21776359126142,3.3194225032117677
axis_0,2.46,-27.16674728554969,26.752501888629922,119.07046745657787,2.851675913237511
axis_0,2.47,-26.834614536615963,27.93725224909896,117.87094307955206,3.284120681421599
axis_0,2.48,-26.528006033551645,29.109748407396676,116.61971661122054,3.6433424127285416
axis_0,2.49,-26.31263173389242,30.269476067956777,115.31733688086561,4.268376024876114
axis_0,2.5,-25.988127092668933,31.415926535897885,113.96437515528116,3.182670906888513
axis_0,2.5100000000000002,-25.654096693796394,32.54859694015432,112.56142488819573,3.674693669003503
axis_0,2.52,-25.29526381217235,33.66699045405156,111.10910145996452,4.071080441694425
axis_0,2.5300000000000002,-25.007374362871555,34.77061651323126,109.60804190764276,2.55998446887389
axis_0,2.54,-24.639381830929974,35.8589910308286,108.0589046455607,4.285169270268893
axis_0,2.5500000000000003,-24.25496307972719,36.93163660980912,106.46236917652088,3.19524922233436
axis_0,2.56,-23.88720221923657,37.98808275237053,104.81913579374609,3.9712028696921724
axis_0,2.57,-23.518326841199812,39.02786606631888,103.12992527370731,3.9478013888166115
axis_0,2.58,-23.118073742564007,40.05053046832755,101.39547855996753,4.386523331568238
axis_0,2.59,-22.73734958572011,41.05562738399036,99.61655643817951,4.139969606969134
axis_0,2.6,-22.29910823920133,42.042715944581424,97.79393920237968,2.6966375159189173
axis_0,2.61,-21.874386572442543,43.011363180434394,95.92842631272582,3.5141574352898863
axis_0,2.62,-21.429536991191586,43.961144210857626,94.020836044827,3.9973935452274345
axis_0,2.63,-21.00100675977736,44.89164243050054,92.07200513082131,3.853015046170057
axis_0,2.64,-20.52698240740977,45.8024496920908,90.08278839235695,4.211984705985352
axis_0,2.65,-20.053663874409366,46.69316648546097,88.05405836563976,4.390987368296565
axis_0,2.66,-19.5995095331498,47.563402112787074,85.9867049187095,4.3240949622296805
axis_0,2.67,-19.115684564292724,48.412774859961324,83.8816348611148,3.936726544099732
axis_0,2.68,-18.63337030139776,49.24091216402487,81.73977154615599,3.1451098240222937
axis_0,2.69,-18.13797175800943,50.04745077658587,79.5620544658724,3.8653607032790283
axis_0,2.7,-17.647988729445057,50.832036923152586,77.34943883894951,4.326506195630768
axis_0,2.71,-17.1150771452995,51.594326458310235,75.10289519172908,3.5987060221981126
axis_0,2.72,-16.603692209268598,52.33398501667487,72.82340893250357,4.485550041195772
axis_0,2.73,-16.032940483191304,53.050688159556785,70.51197991928419,4.6504564561651565
axis_0,2.74,-15.509343183144404,53.744121517270315,68.16962202122939,4.286392974088225
axis_0,2.75,-14.992283068948884,54.41398092702651,65.7973626739291,2.718110066843801
axis_0,2.7600000000000002,-14.467871367245355,55.05997256634926,63.39624242873676,3.638325307491525
axis_0,2.77,-13.921129283035532,55.68181308195527,60.96731449634987,5.2481505265982475
axis_0,2.7800000000000002,-13.315232516486047,56.27922971404243,58.511644284836194,4.05977833470842
axis_0,2.79,-12.768123762449248,56.851960415931046,56.03030893231137,3.369259451087893
axis_0,2.8000000000000003,-12.192496424206173,57.39975396900641,53.524396834469705,5.007518729541435
axis_0,2.81,-11.660359313302582,57.92237009291133,50.995007167178684,4.425404416093682
axis_0,2.82,-11.025187810909198,58.419579550941265,48.443249404343405,5.000283415451844
axis_0,2.83,-10.448073012890179,58.89116425059503,45.870242831254906,4.61562126662696
axis_0,2.84,-9.888208015845807,59.336917339237274,43.27711605363502,4.735979597998208
axis_0,2.85,-9.27994032739743,59.75664329483111,40.665006502591844,4.717979132294837
axis_0,2.86,-8.665679564247036,60.15015801170028,38.03505993570571,4.9151964605437914
axis_0,2.87,-8.066545282490852,60.517288881284216,35.38842993446118,5.735335493355151
axis_0,2.88,-7.466540038661731,60.85787486784971,32.72627739824896,5.112468337232311
axis_0,2.89,-6.852595868680995,61.17176657912661,30.049770035156175,3.867304035911249
axis_0,2.9,-6.242390272096934,61.45882633183611,27.3600818497719,4.911463221412812
axis_0,2.91,-5.618388187329691,61.71892821208326,24.658392628229034,5.289668412173022
axis_0,2.92,-4.973632562023219,61.95195813058694,21.945887420712047,5.351197283193919
axis_0,2.93,-4.433824025690975,62.15781387272319,19.223756021653866,4.567572965626833
axis_0,2.94,-3.764734012219333,62.3364051433599,16.49319244785362,5.394472372247607
axis_0,2.95,-3.132323649602154,62.487653606463276,13.755394414740524,5.307078504874123
axis_0,2.96,-2.5044154201757336,62.6114929194586,11.011562811017201,6.160741953486392
axis_0,2.97,-1.8911538775058236,62.707868762330264,8.262901171909299,4.530813352581774
axis_0,2.98,-1.2914040475255697,62.77673886144832,5.510615151256074,4.683486231205988
axis_0,2.99,-0.6217126868264216,62.81807300811113,2.755911992669859,4.815526845944988
axis_0,3.0,0.03454700428327635,62.831853071795855,3.22314118363859e-14,4.754888924980612
axis_0,3.0100000000000002,0.5975953684023928,62.81807300811113,-2.755911992669911,4.586403254943233
axis_0,3.02,1.2735461721499204,62.77673886144832,-5.510615151255893,3.6814757277569266
axis_0,3.0300000000000002,1.8771450814169255,62.707868762330264,-8.262901171909235,4.876836042432402
axis_0,3.04,2.509108813052858,62.611492919458605,-11.011562811017022,5.310195794848424
axis_0,3.0500000000000003,3.114795927815509,62.48765360646328,-13.75539441474046,4.910181772148524
axis_0,3.06,3.753307883481981,62.33640514335991,-16.49319244785344,6.15569044211101
axis_0,3.0700000000000003,4.408491748766313,62.157813872723196,-19.2237560216538,5.225812449201548
axis_0,3.08,5.014715506322796,61.95195813058695,-21.94588742071187,5.895667647666221
axis_0,3.09,5.656085669679898,61.71892821208328,-24.658392628228857,5.41178217824357
axis_0,3.1,6.260898962312309,61.45882633183612,-27.36008184977172,5.725071191173266
axis_0,3.11,6.859307836898227,61.171766579126626,-30.049770035155998,5.482147082132763
axis_0,3.12,7.495575305468976,60.85787486784973,-32.72627739824878,6.057427146699062
axis_0,3.13,8.076374481632701,60.51728888128424,-35.388429934461,5.4313494059890965
axis_0,3.14,8.687513671870068,60.1501580117003,-38.03505993570553,5.681608049461099
axis_0,3.15,9.264578412177695,59.756643294831136,-40.66500650259167,5.646691958387442
axis_0,3.16,9.867330318474663,59.3369173392373,-43.27711605363485,5.349157241044214
axis_0,3.17,10.44321294318842,58.89116425059506,-45.87024283125473,5.72534923044506
axis_0,3.18,11.063528259232218,58.4195795509413,-48.443249404343234,6.6693799521258565
axis_0,3.19,11.601901521100764,57.922370092911365,-50.99500716717853,5.4460749086304325
axis_0,3.2,12.217746299122345,57.39975396900642,-53.52439683446965,5.819837411040324
